,9CL_Bc74_Bc01,9CL_Bc74_Bc02,9CL_Bc74_Bc03,9CL_Bc74_Bc04,9CL_Bc74_Bc05,9CL_Bc74_Bc06,9CL_Bc74_Bc07,9CL_Bc74_Bc09,9CL_Bc74_Bc10,9CL_Bc74_Bc11,9CL_Bc74_Bc12,9CL_Bc74_Bc14,9CL_Bc74_Bc16,9CL_Bc74_Bc19,9CL_Bc74_Bc21,9CL_Bc74_Bc22,9CL_Bc74_Bc23,9CL_Bc74_Bc24,9CL_Bc74_Bc25,9CL_Bc74_Bc26,9CL_Bc74_Bc30,9CL_Bc74_Bc32,9CL_Bc75_Bc01,9CL_Bc75_Bc03,9CL_Bc75_Bc04,9CL_Bc75_Bc05,9CL_Bc75_Bc06,9CL_Bc75_Bc07,9CL_Bc75_Bc08,9CL_Bc75_Bc09,9CL_Bc75_Bc11,9CL_Bc75_Bc12,9CL_Bc75_Bc13,9CL_Bc75_Bc14,9CL_Bc75_Bc15,9CL_Bc75_Bc16,9CL_Bc75_Bc17,9CL_Bc75_Bc18,9CL_Bc75_Bc19,9CL_Bc75_Bc20,9CL_Bc75_Bc21,9CL_Bc75_Bc22,9CL_Bc75_Bc24,9CL_Bc75_Bc25,9CL_Bc75_Bc27,9CL_Bc75_Bc28,9CL_Bc75_Bc30,9CL_Bc75_Bc31,9CL_Bc75_Bc32,9CL_Bc76_Bc01,9CL_Bc76_Bc02,9CL_Bc76_Bc03,9CL_Bc76_Bc04,9CL_Bc76_Bc05,9CL_Bc76_Bc06,9CL_Bc76_Bc07,9CL_Bc76_Bc08,9CL_Bc76_Bc09,9CL_Bc76_Bc10,9CL_Bc76_Bc11,9CL_Bc76_Bc12,9CL_Bc76_Bc13,9CL_Bc76_Bc14,9CL_Bc76_Bc16,9CL_Bc76_Bc17,9CL_Bc76_Bc20,9CL_Bc76_Bc21,9CL_Bc76_Bc22,9CL_Bc76_Bc23,9CL_Bc76_Bc24,9CL_Bc76_Bc25,9CL_Bc76_Bc26,9CL_Bc76_Bc27,9CL_Bc76_Bc28,9CL_Bc76_Bc31,9CL_Bc76_Bc32,9CL_Bc77_Bc01,9CL_Bc77_Bc02,9CL_Bc77_Bc03,9CL_Bc77_Bc04,9CL_Bc77_Bc05,9CL_Bc77_Bc09,9CL_Bc77_Bc10,9CL_Bc77_Bc11,9CL_Bc77_Bc12,9CL_Bc77_Bc13,9CL_Bc77_Bc14,9CL_Bc77_Bc15,9CL_Bc77_Bc16,9CL_Bc77_Bc17,9CL_Bc77_Bc20,9CL_Bc77_Bc21,9CL_Bc77_Bc23,9CL_Bc77_Bc24,9CL_Bc77_Bc25,9CL_Bc77_Bc26,9CL_Bc77_Bc28,9CL_Bc77_Bc29,9CL_Bc77_Bc30,9CL_Bc77_Bc31,9CL_Bc77_Bc32,9CL_Bc78_Bc01,9CL_Bc78_Bc02,9CL_Bc78_Bc03,9CL_Bc78_Bc04,9CL_Bc78_Bc05,9CL_Bc78_Bc06,9CL_Bc78_Bc07,9CL_Bc78_Bc09,9CL_Bc78_Bc10,9CL_Bc78_Bc11,9CL_Bc78_Bc12,9CL_Bc78_Bc13,9CL_Bc78_Bc14,9CL_Bc78_Bc15,9CL_Bc78_Bc16,9CL_Bc78_Bc17,9CL_Bc78_Bc18,9CL_Bc78_Bc19,9CL_Bc78_Bc20,9CL_Bc78_Bc21,9CL_Bc78_Bc22,9CL_Bc78_Bc23,9CL_Bc78_Bc24,9CL_Bc78_Bc25,9CL_Bc78_Bc26,9CL_Bc78_Bc27,9CL_Bc78_Bc28,9CL_Bc78_Bc29,9CL_Bc78_Bc30,9CL_Bc78_Bc31,9CL_Bc79_Bc01,9CL_Bc79_Bc02,9CL_Bc79_Bc03,9CL_Bc79_Bc04,9CL_Bc79_Bc05,9CL_Bc79_Bc07,9CL_Bc79_Bc08,9CL_Bc79_Bc09,9CL_Bc79_Bc10,9CL_Bc79_Bc11,9CL_Bc79_Bc12,9CL_Bc79_Bc13,9CL_Bc79_Bc14,9CL_Bc79_Bc15,9CL_Bc79_Bc16,9CL_Bc79_Bc17,9CL_Bc79_Bc18,9CL_Bc79_Bc20,9CL_Bc79_Bc22,9CL_Bc79_Bc23,9CL_Bc79_Bc24,9CL_Bc79_Bc25,9CL_Bc79_Bc26,9CL_Bc79_Bc27,9CL_Bc79_Bc28,9CL_Bc79_Bc30,9CL_Bc79_Bc31,9CL_Bc79_Bc32
BEX4,0.0,12.0,15.0,79.0,15.0,8.0,1.0,4.0,13.0,12.0,1.0,33.0,2.0,11.277,6.0,3.0,3.0,27.0,0.0,20.0,4.0,1.0,6.0,21.0,8.0,5.0,6.0,3.0,11.0,14.0,3.0,10.0,79.0,7.0,0.0,5.0,14.0,4.0,4.0,1.0,21.0,25.0,14.0,12.0,36.0,11.0,7.0,19.0,19.0,23.0,2.0,1.0,42.0,10.0,9.0,4.0,5.0,10.0,17.0,5.0,5.0,17.0,2.0,8.0,8.0,24.0,11.0,14.0,7.0,37.0,3.0,8.0,4.0,10.0,3.0,5.0,2.0,3.0,11.0,14.0,9.0,6.0,11.0,45.0,63.0,4.0,13.0,7.0,29.0,1.0,13.0,9.0,7.0,2.0,21.0,41.0,31.0,8.0,22.0,4.21,5.0,6.0,6.0,9.0,9.0,4.0,7.0,5.0,43.0,8.0,4.0,15.0,24.0,6.0,2.0,17.0,13.0,35.0,5.0,3.0,14.0,7.0,13.0,16.0,5.0,28.0,9.0,12.0,15.0,27.0,6.0,7.0,0.0,1.0,1.0,10.0,37.506,0.0,10.0,16.0,6.0,13.0,0.0,0.0,9.0,21.047,14.0,2.0,5.0,4.0,13.0,5.0,10.0,4.0,5.008,2.0,1.0,9.0,6.0
ARFGAP2,1.0,0.0,3.0,10.0,2.0,1.0,1.0,2.0,5.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,3.0,5.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,7.791,0.0,5.226,2.0,3.0,2.0,2.0,2.0,1.0,10.851,1.0,1.003,1.0,2.0,4.0,1.718,5.0,6.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,8.0,8.0,2.0,1.0,2.0,3.0,0.0,1.0,4.771,3.0,3.0,3.71,0.0,3.0,0.0,2.0,5.398,1.0,1.0,2.0,33.218,2.0,3.0,0.0,2.0,3.0,4.0,3.0,0.0,4.0,2.0,1.0,1.0,8.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,7.0,2.0,4.0,17.464,3.0,3.0,3.0,0.0,1.0,4.272,1.211,1.0,11.713,0.0,3.0,3.0,4.0,2.0,2.0,0.0,4.0,9.0,1.0,8.537,0.0,1.0,6.551,3.0,2.0,3.0,0.0,1.008,0.0,5.0,1.0,4.73,3.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,6.329,1.0,5.3,0.0,0.0,2.0,0.0,1.0,3.475,3.0,0.0,1.0,8.0,2.606,3.0,1.0,4.924,2.0,0.0
UCHL5,3.0,8.001,8.008,25.709,10.0,7.0,5.0,5.0,9.0,8.0,8.0,10.0,11.0,8.0,4.0,4.0,4.0,5.0,4.0,16.0,8.0,4.0,14.0,4.0,13.0,16.001,13.0,2.0,14.881,13.966,5.0,11.0,24.0,20.0,10.906,7.0,4.0,9.887,4.0,8.0,7.0,5.0,6.0,10.0,8.0,4.0,10.0,23.0,9.0,8.936,2.0,5.0,9.0,30.001,6.0,11.0,3.0,7.0,15.0,8.011,1.0,10.0,2.0,21.0,8.0,5.0,9.999,6.0,20.0,11.0,12.0,7.0,11.0,11.0,11.001,8.0,1.0,12.0,12.999,2.0,5.0,8.999,16.0,20.0,16.0,13.0,11.0,18.0,8.0,15.001,10.0,0.0,13.131,8.0,18.0,22.0,14.0,25.365,16.755,10.0,12.0,3.0,1.0,5.0,12.0,9.001,23.0,13.0,14.0,9.0,9.0,5.0,10.0,7.0,7.0,30.0,11.0,10.0,13.0,7.0,13.855,6.0,16.0,6.0,6.0,10.001,6.0,6.0,6.0,7.001,8.0,2.0,7.0,6.0,8.0,6.0,35.0,10.0,6.0,15.053,10.0,10.955,11.0,6.0,7.0,14.001,5.0,7.0,0.0,8.0,4.0,9.0,14.0,9.0,5.0,8.0,16.0,2.0,7.0
AHSP,0.0,3.0,0.0,31.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,17.0,2.0,0.0,3.0,0.0,5.0,0.0,8.0,5.0,20.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,39.0,0.0,0.0,3.0,21.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,13.0,6.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,0.0,3.0,2.0,0.0,39.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,15.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,2.0
WASHC3,1.0,1.0,5.0,8.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,5.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,8.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,5.0,4.933,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,2.0,2.0,6.0,0.0,6.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,4.0,3.0
MYO16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.945,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
BLVRB,23.0,32.0,12.0,148.0,44.0,26.0,17.0,23.0,20.203,28.0,16.0,36.001,26.0,21.0,26.0,41.558,24.0,31.0,41.0,51.0,89.0,50.0,21.0,49.0,30.0,11.0,29.0,9.0,43.0,26.0,31.0,84.0,46.0,74.0,40.0,18.0,33.0,27.0,25.0,42.0,47.0,51.0,12.0,23.0,43.0,24.0,14.0,26.799,23.0,39.985,25.0,6.0,20.0,51.0,59.0,33.0,18.0,44.0,20.0,18.0,6.0,28.0,35.0,34.0,26.0,26.0,45.0,22.0,22.0,56.0,34.0,20.0,21.0,25.0,42.0,41.957,5.0,15.0,24.0,36.0,24.0,44.0,25.98,111.0,59.0,32.0,61.0,85.0,36.0,26.0,40.0,13.0,29.0,27.0,44.986,47.0,113.001,102.0,93.0,51.0,36.0,32.0,27.0,14.0,54.0,88.0,19.0,56.0,34.908,30.0,52.0,17.0,77.0,9.0,19.0,56.0,51.0,17.0,20.0,21.0,25.0,35.0,20.0,17.0,33.001,29.0,15.0,23.0,18.0,53.0,46.0,34.275,28.0,46.0,17.0,24.0,89.997,22.0,33.0,52.984,20.0,65.822,51.0,15.0,39.0,24.92,8.0,28.0,5.0,15.0,21.0,6.0,14.0,40.0,22.0,6.0,21.0,33.0,21.0
DDX24,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,0.561,1.798,0.0,2.0,0.5,1.837,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.594,0.0,0.5,0.0,1.5,1.11,2.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,1.0,0.5,0.0,0.0,0.539,0.0,0.561,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.001,1.877,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.0,3.5,2.0,0.0,2.0,1.0,0.0,1.469,0.0,0.5,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,0.558,1.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.5,0.0,1.0,0.0,1.0,0.0
VARS1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,3.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.2,4.0,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,0.0,11.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,9.053,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,2.0,0.0,0.0,0.0,2.071,0.0,0.0,0.2,0.0,0.2,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
POU5F2,1.065,0.0,0.0,3.498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,1.026,1.0,1.0,0.0,0.0,0.0,0.0,3.229,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.045,2.0,0.0,0.0,1.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.056,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.087,1.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.075,1.019,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346,2.0,0.0,2.0,0.0,1.0,0.0,3.418,0.0,0.0,1.0,0.0,0.0,1.381,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,4.0,2.193,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
PYCARD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AURKC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SLC37A2,0.0,0.0,0.0,0.0,0.0,0.0,1.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073,0.0,9.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.632,3.865,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.189,0.0,0.0,0.0,1.358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.998,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279,0.0,0.0,9.162,0.0,0.0,2.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,7.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.554,0.0,1.13,0.0
CCDC144A,7.534,4.738,2.389,4.856,2.536,0.0,0.0,0.0,0.0,0.0,0.0,1.296,4.393,0.0,0.0,0.0,7.206,2.553,0.0,0.0,3.537,4.114,0.0,0.0,2.344,0.0,1.258,0.0,0.0,0.0,2.226,1.0,1.0,0.0,4.23,0.0,0.0,0.0,0.0,1.645,2.99,0.0,0.0,1.022,4.478,2.358,4.585,2.185,0.0,0.0,3.606,5.255,5.063,8.021,3.273,1.345,0.0,1.28,0.0,1.0,0.0,3.768,2.806,0.0,0.0,5.746,0.0,0.0,1.0,4.771,0.0,0.0,0.0,0.0,3.218,0.0,0.0,0.0,0.0,3.406,1.808,1.0,1.0,1.17,0.0,0.0,1.174,6.898,2.545,0.0,1.414,0.0,0.0,1.407,1.059,4.582,0.0,1.205,5.352,3.216,2.851,2.0,0.0,2.738,0.0,3.51,8.808,0.0,1.0,4.43,2.795,1.34,0.0,0.0,0.0,6.828,1.985,0.0,0.0,0.0,9.737,0.0,6.083,8.732,0.0,0.0,0.0,0.0,3.455,8.329,3.753,0.0,1.0,3.691,1.024,10.557,2.745,0.0,0.0,2.226,0.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.519,0.0,0.0,0.0,0.0,1.822,0.0,0.0
CD53,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,8.0,6.0,3.0,9.0,4.0,3.0,0.0,6.0,2.0,0.0,10.0,3.0,1.0,0.0,4.0,5.0,2.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,7.0,0.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,9.0,2.0,3.0,3.0,20.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,0.0,3.0,1.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,0.0,8.0,3.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0
SSB,30.0,29.0,40.623,112.993,57.0,14.0,38.0,10.0,47.983,34.0,25.0,30.0,49.0,28.0,20.0,17.0,27.0,24.875,48.0,66.0,53.0,23.991,20.0,43.917,36.0,40.0,48.0,5.0,43.0,60.0,50.0,60.0,58.0,75.0,25.0,10.0,17.0,27.0,28.0,26.0,36.0,39.0,29.0,32.0,58.0,27.0,33.0,62.0,44.0,35.0,39.0,19.0,41.0,82.0,46.0,33.0,43.0,50.0,52.0,27.0,11.0,40.0,38.0,53.0,30.0,49.906,43.0,31.0,37.0,36.0,21.0,41.0,16.0,5.0,45.864,29.0,5.0,35.0,18.0,24.0,29.0,32.0,48.0,90.97,67.0,60.0,50.0,53.0,42.638,49.0,53.871,22.0,43.0,18.0,81.0,103.999,76.0,95.0,99.0,44.164,42.0,28.0,13.0,45.0,58.0,64.0,52.0,38.0,60.0,41.0,57.0,20.736,55.0,23.0,14.0,101.156,37.0,48.0,38.831,48.0,89.0,22.0,28.0,49.0,23.0,38.0,26.0,26.128,32.0,46.0,26.0,31.0,30.0,31.0,23.001,23.0,85.872,33.27,44.0,72.942,35.0,38.639,47.904,22.0,34.0,33.0,17.0,31.273,13.0,39.0,20.0,14.0,38.0,26.0,39.0,27.958,40.0,37.0,33.0
MAGEA9B,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PNPLA4,0.0,1.971,4.43,10.836,5.965,0.0,3.614,1.242,2.0,5.0,2.903,4.0,4.82,3.0,0.0,0.0,1.478,3.007,0.0,1.882,1.0,0.0,2.245,3.0,5.66,0.0,3.074,0.0,2.058,0.0,2.0,0.0,3.258,3.0,0.0,1.922,2.0,0.0,1.075,0.0,5.472,1.549,3.252,0.0,11.037,3.612,4.949,5.0,2.0,2.0,0.0,1.0,7.139,4.084,4.0,1.226,0.0,1.125,0.0,2.0,2.0,1.061,1.754,8.647,2.138,2.85,1.133,2.142,1.0,0.0,1.487,3.064,2.156,1.075,2.178,2.209,4.016,1.76,0.0,3.0,1.0,1.166,4.0,6.193,8.92,5.0,1.0,3.0,1.463,0.0,0.0,1.0,3.0,0.0,4.374,2.812,4.413,6.597,6.788,0.0,2.443,2.0,0.0,1.0,4.398,4.58,1.11,2.243,5.243,0.0,8.99,0.0,1.273,2.138,2.0,6.965,0.0,0.0,4.034,1.0,1.153,4.148,0.0,2.0,0.0,1.347,4.0,9.439,2.282,0.0,1.0,2.0,4.135,1.0,2.069,0.0,8.088,0.0,2.68,2.384,0.0,2.931,3.252,0.0,3.0,0.0,2.0,0.0,0.0,0.0,9.151,5.0,3.938,1.0,5.918,2.914,3.0,10.849,3.609
