Gene stable ID	Gene Name	GenBank ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
FBgn0037720	CG8312	CZ485378	41163	41163	protein_coding
FBgn0034623	CG9822	AY119025	37440	37440	protein_coding
FBgn0264698	lncRNA:CR43967		14462914	14462914	lncRNA
FBgn0038033	CG10097	AI238339	3771756	3771756	protein_coding
FBgn0036101	NijA	AJ428207	39215	39215	protein_coding
FBgn0001112	Gld	CZ487613	40875	40875	protein_coding
FBgn0038344	obe	AY051531	41891	41891	protein_coding
FBgn0024184	unc-4	AF086820	32757	32757	protein_coding
FBgn0031264	CG11835		33232	33232	protein_coding
FBgn0052982	CG32982	BI169988	34237	34237	protein_coding
FBgn0037678	CG16749	AY095066	41111	41111	protein_coding
FBgn0000108	Appl	AF181628	31002	31002	protein_coding
FBgn0010414	SerT	BI169342	37895	37895	protein_coding
FBgn0083983	mRpL34		4379878	4379878	protein_coding
FBgn0041194	Prat2	AF367369	38753	38753	protein_coding
FBgn0036334	CG11267	AA802688	39476	39476	protein_coding
FBgn0267709	CG46042		26067361	26067361	protein_coding
FBgn0260484	HIP	AA433192	31335	31335	protein_coding
FBgn0264448	asRNA:CR43866		14462709	14462709	lncRNA
FBgn0051072	Lerp	CZ466814	43223	43223	protein_coding
FBgn0013277	Hsp70Ba	AF350470	44921	44921	protein_coding
FBgn0263582	lncRNA:CR43607		12798023	12798023	lncRNA
FBgn0265627	CG44435		19835622	19835622	protein_coding
FBgn0037718	P58IPK	AW942803	41161	41161	protein_coding
FBgn0032335	CG14915		34536	34536	protein_coding
FBgn0031286	CG3862	AI532075	33261	33261	protein_coding
FBgn0053117	Victoria	AY035987	35275	35275	protein_coding
FBgn0031873	Gas41	AW942400	33973	33973	protein_coding
FBgn0050109	CG30109		246461	246461	protein_coding
FBgn0039520	Gr98a	AC007817	43305	43305	protein_coding
FBgn0264385	lncRNA:CR43837		14462385	14462385	lncRNA
FBgn0015295	Shark	AY051937	44353	44353	protein_coding
FBgn0286071	AdamTS-A	AY094716	41887	41887	protein_coding
FBgn0036040	CG6749	AY119013	39144	39144	protein_coding
FBgn0266701	lncRNA:CR45191		19835717	19835717	lncRNA
FBgn0034649	PIG-M	AI063204	37470	37470	protein_coding
FBgn0023479	teq	AJ251802	39048	39048	protein_coding
FBgn0265197	CG44257		19835885	19835885	protein_coding
FBgn0050015	CG30015	AW940866	36147	36147	protein_coding
FBgn0003002	opa	AY051783	40605	40605	protein_coding
FBgn0066114	GlcAT-I	AI064594	251900	251900	protein_coding
FBgn0037070	CG11309	AI520324	40356	40356	protein_coding
FBgn0032377	CG14937	BI372744	34591	34591	protein_coding
FBgn0267180	asRNA:CR45620		19835789	19835789	lncRNA
FBgn0027363	Stam	AW942028	34505	34505	protein_coding
FBgn0031492	CG3542	AQ026486	33513	33513	protein_coding
FBgn0032598	ChLD3	AY118355	35002	35002	protein_coding
FBgn0021875	Zfrp8	AQ026065	45021	45021	protein_coding
FBgn0036531	CG6244		2768962	2768962	protein_coding
FBgn0029552	CG14631		31049	31049	protein_coding
FBgn0267517	5.8SrRNA-Psi:CR45857				pseudogene
FBgn0086254	Akr1B	AA263299	39304	39304	protein_coding
FBgn0040900	CG17777		50374	50374	protein_coding
FBgn0032020	strat	BI358396	34142	34142	protein_coding
FBgn0264428	lncRNA:CR43846		14462508	14462508	lncRNA
FBgn0032601	yellow-b	AW943648	35005	35005	protein_coding
FBgn0266399	lncRNA:CR45039		19836170	19836170	lncRNA
FBgn0034660	Loxl2	BT001394	37485	37485	protein_coding
FBgn0023521	CG3587	AI947257	31160	31160	protein_coding
FBgn0032336	AstC	BG632280	34537	34537	protein_coding
FBgn0050074	Obp50d		246436	246436	protein_coding
FBgn0031143	CG1532	AI945977	33076	33076	protein_coding
FBgn0085276	CG34247		5740480	5740480	protein_coding
FBgn0041588	eIF2D	AI455494	64874	64874	protein_coding
FBgn0037094	CG7611	AY069717	40386	40386	protein_coding
FBgn0031986	CG8673		34105	34105	protein_coding
FBgn0264941	lncRNA:CR44110		14462400	14462400	lncRNA
FBgn0032721	CG10602	AY051745	35146	35146	protein_coding
FBgn0039557	CG12259	BI625321	43347	43347	protein_coding
FBgn0266157	lncRNA:CR44863		19835925	19835925	lncRNA
FBgn0033502	CG12910	AW940658	36082	36082	protein_coding
FBgn0053288	CG33288		2768968	2768968	protein_coding
FBgn0085491	CG34462		5740319	5740319	protein_coding
FBgn0262191	mir-2497		12798235	12798235	sncRNA
FBgn0051028	CG31028	BI629880	43586	43586	protein_coding
FBgn0033673	CG8298	AI514362	36282	36282	protein_coding
FBgn0024293	Spn43Ab	AX100271	45040	45040	protein_coding
FBgn0266598	Kmn2		8674119	8674119	protein_coding
FBgn0036030	Prps	CZ467477	39132	39132	protein_coding
FBgn0266777	lncRNA:CR45242		19836038	19836038	lncRNA
FBgn0036299	Tsf2	AA817249	39435	39435	protein_coding
FBgn0037424	Osi15	BI580696	40771	40771	protein_coding
FBgn0030645	Alg14		32479	32479	protein_coding
FBgn0031876	Atac1	AI455174	33977	33977	protein_coding
FBgn0037101	CG7634	BF505967	40394	40394	protein_coding
FBgn0038725	CG6184	BI569364	42345	42345	protein_coding
FBgn0035855	CG7366	AI063142	38918	38918	protein_coding
FBgn0262560	wcd	AW942408	36831	36831	protein_coding
FBgn0263757	Rpb4	AF544019	14462484	14462484	protein_coding
FBgn0052675	Tango5	BH011495	326232	326232	protein_coding
FBgn0267488	Mcr	AA940947	44071	44071	protein_coding
FBgn0035016	CG4612	AI456673	37914	37914	protein_coding
FBgn0032262	CG7384	AY061500	34447	34447	protein_coding
FBgn0267304	lncRNA:CR45740		19835944	19835944	lncRNA
FBgn0035555	CG13720		38557	38557	protein_coding
FBgn0039277	Nepl16	BT010215	43014	43014	protein_coding
FBgn0263050	CG43345	CZ480129	35387	35387	protein_coding
FBgn0039302	Nup358	AI517907	43041	43041	protein_coding
FBgn0031837	DIP-iota		33925	33925	protein_coding
FBgn0033404	Or45a		35958	35958	protein_coding
FBgn0037199	EMC4	AY118945	40505	40505	protein_coding
FBgn0028418	Lk	AF192342	47746	47746	protein_coding
FBgn0284231	CG46315		30522404	30522404	protein_coding
FBgn0283547	mir-9376		30522412	30522412	sncRNA
FBgn0051755	SoYb		34331	34331	protein_coding
FBgn0039461	CG5500	BI364458	43233	43233	protein_coding
FBgn0261974	snoRNA:Or-CD9b	DQ142642	10178808	10178808	sncRNA
FBgn0030542	CG12481		32364	32364	protein_coding
FBgn0037894	Ranbp9	AI294661	41367	41367	protein_coding
FBgn0034406	Jheh3	CL528166	37182	37182	protein_coding
FBgn0029676	HIP-R	AY274371	318211	318211	protein_coding
FBgn0031389	CG4259	BI639760	33385	33385	protein_coding
FBgn0267480	asRNA:CR45830		26067158	26067158	lncRNA
FBgn0031695	Cyp4ac3	AA567719	33756	33756	protein_coding
FBgn0036066	CG14160		39177	39177	protein_coding
FBgn0261270	Sps1	BZ665630	36587	36587	protein_coding
FBgn0050345	CG30345		246553	246553	protein_coding
FBgn0030151	CG1354	BI215409	31914	31914	protein_coding
FBgn0039799	CG15543	AY070787	43647	43647	protein_coding
FBgn0035257	CG12011	AI124286	38211	38211	protein_coding
FBgn0262290	mir-iab-8		12798432	12798432	sncRNA
FBgn0039817	CG15553		43677	43677	protein_coding
FBgn0051224	CG31224	BT001899	42237	42237	protein_coding
FBgn0032462	CG16800		34693	34693	protein_coding
FBgn0054008	CG34008	CX309473	3885577	3885577	protein_coding
FBgn0267915	lncRNA:CR46196		26067507	26067507	lncRNA
FBgn0263335	lncRNA:CR43416		12798316	12798316	lncRNA
FBgn0013276	Hsp70Ab	AF295945	48581	48581	protein_coding
FBgn0039714	Zip99C	AI114331	43533	43533	protein_coding
FBgn0037832	Desi	CZ485963	41292	41292	protein_coding
FBgn0054054	CG34054	CX309602	3885601	3885601	protein_coding
FBgn0263409	lncRNA:CR43455		12798526	12798526	lncRNA
FBgn0267303	lncRNA:CR45739		19835822	19835822	lncRNA
FBgn0020503	CLIP-190	BH854614	35042	35042	protein_coding
FBgn0082925	snoRNA:Or-aca1	AJ809556	5740134	5740134	sncRNA
FBgn0033020	COX4L	AY084105	35491	35491	protein_coding
FBgn0030949	Cyp308a1		32859	32859	protein_coding
FBgn0033355	CG13748		35896	35896	protein_coding
FBgn0265728	lncRNA:CR44535		19834990	19834990	lncRNA
FBgn0267627	lncRNA:CR45965		26067292	26067292	lncRNA
FBgn0003977	vir	AF281363	47869	47869	protein_coding
FBgn0037802	Sirt6		41254	41254	protein_coding
FBgn0023550	FarO	AY118991	45707	45707	protein_coding
FBgn0053263	CG33263		2768952	2768952	protein_coding
FBgn0085362	Vml		5740271	5740271	protein_coding
FBgn0053642	CG33642		3771733	3771733	protein_coding
FBgn0010263	Rbp9	CZ471679	33498	33498	protein_coding
FBgn0262445	mir-133		12798029	12798029	sncRNA
FBgn0032285	CG17108	BT001376	34471	34471	protein_coding
FBgn0035144	Kah	BI623128	38072	38072	protein_coding
FBgn0286889	lncRNA:CR46408				lncRNA
FBgn0002855	Acp26Aa	AY344250	33817	33817	protein_coding
FBgn0030257	SmydA-4	AY095076	32034	32034	protein_coding
FBgn0004781	Ccp84Ac	BI368897	40823	40823	protein_coding
FBgn0000157	Dll	AY863792	37973	37973	protein_coding
FBgn0035924	CG6576		39003	39003	protein_coding
FBgn0267442	lncRNA:CR45792		26067123	26067123	lncRNA
FBgn0037502	wa-cup	AY119089	40892	40892	protein_coding
FBgn0051230	CG31230		318637	318637	protein_coding
FBgn0030830	CG5172	BI571385	32711	32711	protein_coding
FBgn0030174	CG15312	AI516733	31940	31940	protein_coding
FBgn0039328	CHKov2	AY058384	43068	43068	protein_coding
FBgn0053877	His4:CG33877		3772211	3772211	protein_coding
FBgn0036850	Gem2	BE662023	40087	40087	protein_coding
FBgn0267103	lncRNA:CR45543		19836056	19836056	lncRNA
FBgn0262732	mbf1	CZ488586	39842	39842	protein_coding
FBgn0038204	CG14357	CZ479001	41716	41716	protein_coding
FBgn0031089	CG9572	BI365563	33013	33013	protein_coding
FBgn0262395	mir-12	AJ421772	12797983	12797983	sncRNA
FBgn0035004	Pgam5-2		37899	37899	protein_coding
FBgn0266428	asRNA:CR43463		12798215	12798215	lncRNA
FBgn0285912	mah	CZ481339	42988	42988	protein_coding
FBgn0051116	ClC-a	AY119539	41428	41428	protein_coding
FBgn0263835	CR43697				pseudogene
FBgn0028581	mei-217	BF499521	3771806	3771806	protein_coding
FBgn0266672	Sec8	CZ466947	40712	40712	protein_coding
FBgn0037292	plh		40615	40615	protein_coding
FBgn0053838	His2A:CG33838		3772278	3772278	protein_coding
FBgn0027599	CG2790	AI063356	37992	37992	protein_coding
FBgn0264911	CG44102		14462537	14462537	protein_coding
FBgn0001170	H2.0	AY119136	33841	33841	protein_coding
FBgn0036235	CG6938		39362	39362	protein_coding
FBgn0032086	CG17906		34224	34224	protein_coding
FBgn0034543	galla-1	BZ748828	246485	246485	protein_coding
FBgn0037117	CG11248	AY118582	40411	40411	protein_coding
FBgn0250830	CG12547	AF171862	3355145	3355145	protein_coding
FBgn0002735	E(spl)mgamma-HLH	X67049	43151	43151	protein_coding
FBgn0021795	Tapdelta	AA696826	45680	45680	protein_coding
FBgn0017550	Rga	CZ473977	40683	40683	protein_coding
FBgn0261439	SdhA	Y09064	37228	37228	protein_coding
FBgn0040097	lectin-30A	CZ478663	53541	53541	protein_coding
FBgn0085351	inaF-A		5740676	5740676	protein_coding
FBgn0266594	lncRNA:CR45119		19836211	19836211	lncRNA
FBgn0052523	CG32523		318071	318071	protein_coding
FBgn0025790	TBPH	AW941745	37781	37781	protein_coding
FBgn0033777	CG17574	CZ484772	36415	36415	protein_coding
FBgn0266726	lncRNA:CR45199		19835310	19835310	lncRNA
FBgn0004872	piwi	AF104354	34521	34521	protein_coding
FBgn0037679	Aduk	BT003287	41112	41112	protein_coding
FBgn0032513	CG6565	AY069339	34749	34749	protein_coding
FBgn0265268	CG18234	AI947140	40024	40024	protein_coding
FBgn0037837	CG14693	CZ485663	41299	41299	protein_coding
FBgn0033929	Tfb1	CL610114	36598	36598	protein_coding
FBgn0033721	CG13159	BI231988	36344	36344	protein_coding
FBgn0040609	CG3348	AI403854	50082	50082	protein_coding
FBgn0263380	lncRNA:CR43432		12797906	12797906	lncRNA
FBgn0284417	lncRNA:TS20		36786382	36786382	lncRNA
FBgn0026391	Or33b	BD268320	34602	34602	protein_coding
FBgn0028685	Rpt4	AY071182	31567	31567	protein_coding
FBgn0033316	Gle1	AW942877	35849	35849	protein_coding
FBgn0264864	lncRNA:CR44055		14462665	14462665	lncRNA
FBgn0287187	mRpS5	BI363159	3355089	3355089	protein_coding
FBgn0038113	CG11668	AI256938	41606	41606	protein_coding
FBgn0033369	CG8197	BG633831	35912	35912	protein_coding
FBgn0036104	CG6418	AW943145	39218	39218	protein_coding
FBgn0003997	hid	AY075188	40009	40009	protein_coding
FBgn0031239	CG17075	DQ138878	33191	33191	protein_coding
FBgn0058064	ARY	BK006427	19988923	19988923	protein_coding
FBgn0030577	CG5334		32402	32402	protein_coding
FBgn0267552	asRNA:CR45892		26067220	26067220	lncRNA
FBgn0028903	CG13243	AY118276	34933	34933	protein_coding
FBgn0027587	CG7028	CL868478	38032	38032	protein_coding
FBgn0033469	CG12133		36036	36036	protein_coding
FBgn0003741	tra	AY183384	39849	39849	protein_coding
FBgn0036956	CG13813		40218	40218	protein_coding
FBgn0014931	CG2678	CZ490362	40937	40937	protein_coding
FBgn0001253	ImpE1	AY095083	45879	45879	protein_coding
FBgn0036666	TSG101	DQ017452	39881	39881	protein_coding
FBgn0267408	AOX1	AY122178	41894	41894	protein_coding
FBgn0031654	Jon25Bii	BI235758	33707	33707	protein_coding
FBgn0250871	pot	AI113608	32154	32154	protein_coding
FBgn0263831	Gen	AY128475	38594	38594	protein_coding
FBgn0261445	sgl	AF001311	38760	38760	protein_coding
FBgn0000181	bic	CL844382	45827	45827	protein_coding
FBgn0052195	CG32195	CZ466602	317907	317907	protein_coding
FBgn0038115	CG7966	AY051481	41610	41610	protein_coding
FBgn0022960	vimar	CL610247	35609	35609	protein_coding
FBgn0053735	snmRNA:430i		3771994	3771994	sncRNA
FBgn0038745	CG4538	AY051982	42369	42369	protein_coding
FBgn0267363	JYalpha	CL528249	5740846	5740846	protein_coding
FBgn0033401	Cog6	AW941625	35953	35953	protein_coding
FBgn0033761	CG8778	CZ466251	36392	36392	protein_coding
FBgn0262853	CR43217				pseudogene
FBgn0038321	CG6218	AI947221	41863	41863	protein_coding
FBgn0266538	CG45099		19835431	19835431	protein_coding
FBgn0263594	lost	AI946905	40559	40559	protein_coding
FBgn0083984	CG34148		326250	326250	protein_coding
FBgn0261580	CG42690		10178839	10178839	protein_coding
FBgn0259199	Snup	BF494471	7354429	7354429	protein_coding
FBgn0050365	spaw	AI945396	246568	246568	protein_coding
FBgn0039378	alpha4GT2		43124	43124	protein_coding
FBgn0026160	tna	BI566597	39217	39217	protein_coding
FBgn0082940	snoRNA:Me28S-C3227a	AY805219	5740810	5740810	sncRNA
FBgn0015568	alpha-Est1	AA979166	40909	40909	protein_coding
FBgn0267107	lncRNA:CR45547		19835475	19835475	lncRNA
FBgn0265455	CG44355		19835366	19835366	protein_coding
FBgn0267759	lncRNA:CR46090		26067407	26067407	lncRNA
FBgn0030880	CG6788	AY119053	32773	32773	protein_coding
FBgn0038881	CG16791	AW944079	42531	42531	protein_coding
FBgn0032219	CG4995	AY069117	34390	34390	protein_coding
FBgn0259139	glo	BF491122	41431	41431	protein_coding
FBgn0022702	Cht2	AW942880	38223	38223	protein_coding
FBgn0030969	Usp39	AW943407	32881	32881	protein_coding
FBgn0036485	FucTA	AJ302045	39653	39653	protein_coding
FBgn0034483	CG16894	AI945782	37280	37280	protein_coding
FBgn0051849	CG31849	AW943248	318981	318981	protein_coding
FBgn0263553	mir-4913		12798370	12798370	sncRNA
FBgn0265345	lncRNA:CR44299		19835214	19835214	lncRNA
FBgn0003515	st	BI625839	39836	39836	protein_coding
FBgn0035815	Snmp2		38868	38868	protein_coding
FBgn0262739	AGO1	CZ469697	36544	36544	protein_coding
FBgn0263379	lncRNA:CR43431		12798225	12798225	lncRNA
FBgn0033887	St4	AI259186	36548	36548	protein_coding
FBgn0011693	Pdh	AY075375	39812	39812	protein_coding
FBgn0267159	lncRNA:CR45599		19834978	19834978	lncRNA
FBgn0005613	Sox15	AJ250955	36575	36575	protein_coding
FBgn0262480	CG43070		12798339	12798339	protein_coding
FBgn0011559	Acp36DE	AF157488	35096	35096	protein_coding
FBgn0053852	His1:CG33852		3772409	3772409	protein_coding
FBgn0266844	lncRNA:CR45306		19835816	19835816	lncRNA
FBgn0038423	CG10317	AI947020	41987	41987	protein_coding
FBgn0262417	mir-316		12798448	12798448	sncRNA
FBgn0263971	CG43725		14462740	14462740	protein_coding
FBgn0029999	CG1575	AI513047	31731	31731	protein_coding
FBgn0262112	sro		43512	43512	protein_coding
FBgn0267597	lncRNA:CR45935		26067262	26067262	lncRNA
FBgn0004419	me31B	AQ025801	34364	34364	protein_coding
FBgn0026169	snoRNA:Psi18S-1820	AF089836	3772141	3772141	sncRNA
FBgn0266732	asRNA:CR45205		19835857	19835857	lncRNA
FBgn0040732	CG16926	AY061537	50205	50205	protein_coding
FBgn0265182	CG44247		19835727	19835727	protein_coding
FBgn0267245	lncRNA:CR45685		19835754	19835754	lncRNA
FBgn0039258	beta4GalT7	AB091099	42991	42991	protein_coding
FBgn0030465	CG15743	BI231333	32279	32279	protein_coding
FBgn0031320	CG5126	AW943592	33306	33306	protein_coding
FBgn0032100	CG13108	CZ484739	34240	34240	protein_coding
FBgn0036992	Hpd	BG632659	40263	40263	protein_coding
FBgn0036446	CG9384	BI240686	39608	39608	protein_coding
FBgn0039415	CG6142		43178	43178	protein_coding
FBgn0085692	CG41561		5740542	5740542	protein_coding
FBgn0039325	CG10560	AY118769	43065	43065	protein_coding
FBgn0037102	CRIF	CL527705	40395	40395	protein_coding
FBgn0260635	Diap1	BZ748784	39753	39753	protein_coding
FBgn0262189	mir-2500		12797920	12797920	sncRNA
FBgn0262822	lncRNA:CR43193		26067103	26067103	lncRNA
FBgn0035046	ND-19	CZ470779	37946	37946	protein_coding
FBgn0264427	CG43845		14462437	14462437	protein_coding
FBgn0264863	asRNA:CR44054		14462394	14462394	lncRNA
FBgn0004841	TkR86C	DD177565	41286	41286	protein_coding
FBgn0275433	lncRNA:CR46265		26067575	26067575	lncRNA
FBgn0034840	CG3124	AX154881	37688	37688	protein_coding
FBgn0259869	Su(Ste):CR42438		7354391	7354391	lncRNA
FBgn0052707	APC4	AI542133	31835	31835	protein_coding
FBgn0030503	Tango2	AY069312	32319	32319	protein_coding
FBgn0031734	CG11147	BI564633	33803	33803	protein_coding
FBgn0011205	fbl	AA820746	46234	46234	protein_coding
FBgn0035533	Cip4	AA801733	38534	38534	protein_coding
FBgn0030360	CG1806	CZ490591	32163	32163	protein_coding
FBgn0001233	Hsp83	U57468	38389	38389	protein_coding
FBgn0040321	GNBP3	AI257586	39020	39020	protein_coding
FBgn0260867	CG42577		8673999	8673999	protein_coding
FBgn0266086	lncRNA:CR44828		19836072	19836072	lncRNA
FBgn0028430	He	AY034881	117464	117464	protein_coding
FBgn0267674	lncRNA:CR46010		26067331	26067331	lncRNA
FBgn0033483	egr	BI620499	36054	36054	protein_coding
FBgn0003410	sina	AA736171	39884	39884	protein_coding
FBgn0036689	CG7730	AA950949	39908	39908	protein_coding
FBgn0010359	gammaTry	BI242862	48343	48343	protein_coding
FBgn0015664	Dref	BT004872	34328	34328	protein_coding
FBgn0002924	ncd	AA952083	43517	43517	protein_coding
FBgn0263765	lncRNA:CR43682		14462771	14462771	lncRNA
FBgn0035853	UbcE2M	AY118545	38916	38916	protein_coding
FBgn0031455	Snapin	AI135427	3772677	3772677	protein_coding
FBgn0013773	Cyp6a22	AA201305	49847	49847	protein_coding
FBgn0011509	SrpRbeta	AQ026363	47283	47283	protein_coding
FBgn0035251	Vta1	BI604738	38204	38204	protein_coding
FBgn0000228	Bsg25D	AA940602	33757	33757	protein_coding
FBgn0039008	CG6972	AY118633	42684	42684	protein_coding
FBgn0010052	Jhe	AF304352	36780	36780	protein_coding
FBgn0027291	Idh3a	AJ426994	32940	32940	protein_coding
FBgn0259721	CG42375	BI241526	7354380	7354380	protein_coding
FBgn0051211	CG31211	AI455743	41443	41443	protein_coding
FBgn0042146	CG18823	BH740710	59184	59184	protein_coding
FBgn0010620	CG10939	AA201210	44155	44155	protein_coding
FBgn0283680	IP3K2	AW942203	32285	32285	protein_coding
FBgn0086672	snoRNA:Or-aca5	AJ544015	3772298	3772298	sncRNA
FBgn0015371	chn	CZ477286	36678	36678	protein_coding
FBgn0035268	CG8001	CZ479315	38224	38224	protein_coding
FBgn0035505	Teh2	DQ139958	38502	38502	protein_coding
FBgn0283548	mir-9381		30522413	30522413	sncRNA
FBgn0038717	CG17751		42336	42336	protein_coding
FBgn0030304	Cyp4g15	AJ569613	32093	32093	protein_coding
FBgn0286739	snoRNA:Me28S-C993		39877423	39877423	sncRNA
FBgn0032850	Kua	AF152361	35300	35300	protein_coding
FBgn0033190	Gpo2	BF488372	35689	35689	protein_coding
FBgn0033658	Twdlbeta	BI230569	36265	36265	protein_coding
FBgn0030872	Ucp4A	BI625053	32764	32764	protein_coding
FBgn0283479	Alp1	AY069739	40372	40372	protein_coding
FBgn0052112	CG32112	CZ471025	317860	317860	protein_coding
FBgn0032143	CG4017	BT001849	34296	34296	protein_coding
FBgn0083120	Uhg8	AY805218	8674065	8674065	lncRNA
FBgn0002121	l(2)gl	CZ482024	33156	33156	protein_coding
FBgn0003044	Pcl	CL705829	37069	37069	protein_coding
FBgn0047205	lncRNA:CR32385	AX093899	3772463	3772463	lncRNA
FBgn0004584	Rrp1	CZ485797	33500	33500	protein_coding
FBgn0263445	asRNA:CR43468		12798427	12798427	lncRNA
FBgn0259111	Ndae1	AW941409	34005	34005	protein_coding
FBgn0043854	slam	BI587182	33890	33890	protein_coding
FBgn0033479	PIG-N	BF486892	36049	36049	protein_coding
FBgn0003067	Pepck1	BI628791	37131	37131	protein_coding
FBgn0265703	lncRNA:CR44510		19835532	19835532	lncRNA
FBgn0260764	CG42562		37008	37008	protein_coding
FBgn0032899	CG9338	AI108737	35357	35357	protein_coding
FBgn0030033	CG1387	AW941712	31770	31770	protein_coding
FBgn0005655	PCNA	M33950	37290	37290	protein_coding
FBgn0002535	Lcp4	V00203	35820	35820	protein_coding
FBgn0267612	lncRNA:CR45950		26067277	26067277	lncRNA
FBgn0266653	asRNA:CR45160		19835923	19835923	lncRNA
FBgn0263916	Ent2	AI134567	33921	33921	protein_coding
FBgn0263389	CR43441		12798078	12798078	pseudogene
